symbol	ensembl_gene_id	name	hgnc_id
LYPLA1	ENSG00000120992.18	lysophospholipase 1	HGNC:6737
LYPLA2	ENSG00000011009.11	lysophospholipase 2	HGNC:6738
LYPLAL1	ENSG00000143353.12	lysophospholipase like 1	HGNC:20440
LYRM1	ENSG00000102897.10	LYR motif containing 1	HGNC:25074
LYRM2	ENSG00000083099.11	LYR motif containing 2	HGNC:25229
LYRM4	ENSG00000214113.11	LYR motif containing 4	HGNC:21365
LYRM7	ENSG00000186687.16	LYR motif containing 7	HGNC:28072
LYRM9	ENSG00000232859.10	LYR motif containing 9	HGNC:27314
LYSMD1	ENSG00000163155.12	LysM domain containing 1	HGNC:32070
LYSMD2	ENSG00000140280.14	LysM domain containing 2	HGNC:28571
LYSMD3	ENSG00000176018.13	LysM domain containing 3	HGNC:26969
LYSMD4	ENSG00000183060.16	LysM domain containing 4	HGNC:26571
LYST	ENSG00000143669.15	lysosomal trafficking regulator	HGNC:1968
LYVE1	ENSG00000133800.9	lymphatic vessel endothelial hyaluronan receptor 1	HGNC:14687
LYZ	ENSG00000090382.7	lysozyme	HGNC:6740
LYZL1	ENSG00000120563.10	lysozyme like 1	HGNC:30502
LYZL2	ENSG00000151033.10	lysozyme like 2	HGNC:29613
LYZL4	ENSG00000157093.9	lysozyme like 4	HGNC:28387
LYZL6	ENSG00000275722.5	lysozyme like 6	HGNC:29614
LZIC	ENSG00000162441.12	leucine zipper and CTNNBIP1 domain containing	HGNC:17497
LZTFL1	ENSG00000163818.19	leucine zipper transcription factor like 1	HGNC:6741
LZTR1	ENSG00000099949.21	leucine zipper like transcription regulator 1	HGNC:6742
LZTS1	ENSG00000061337.15	leucine zipper tumor suppressor 1	HGNC:13861
LZTS2	ENSG00000107816.17	leucine zipper tumor suppressor 2	HGNC:29381
LZTS3	ENSG00000088899.16	leucine zipper tumor suppressor family member 3	HGNC:30139
M1AP	ENSG00000159374.18	meiosis 1 associated protein	HGNC:25183
M6PR	ENSG00000003056.8	mannose-6-phosphate receptor, cation dependent	HGNC:6752
MAB21L1	ENSG00000180660.8	mab-21 like 1	HGNC:6757
MAB21L2	ENSG00000181541.6	mab-21 like 2	HGNC:6758
MAB21L3	ENSG00000173212.5	mab-21 like 3	HGNC:26787
MAB21L4	ENSG00000172478.18	mab-21 like 4	HGNC:26216
MACC1	ENSG00000183742.13	MET transcriptional regulator MACC1	HGNC:30215
MACF1	ENSG00000127603.32	microtubule actin crosslinking factor 1	HGNC:13664
MACIR	ENSG00000181751.10	macrophage immunometabolism regulator	HGNC:25052
MACO1	ENSG00000204178.11	macoilin 1	HGNC:25572
MACROD1	ENSG00000133315.12	mono-ADP ribosylhydrolase 1	HGNC:29598
MACROD2	ENSG00000172264.18	mono-ADP ribosylhydrolase 2	HGNC:16126
MACROH2A1	ENSG00000113648.17	macroH2A.1 histone	HGNC:4740
MACROH2A2	ENSG00000099284.15	macroH2A.2 histone	HGNC:14453
MAD1L1	ENSG00000002822.16	mitotic arrest deficient 1 like 1	HGNC:6762
MAD2L1	ENSG00000164109.14	mitotic arrest deficient 2 like 1	HGNC:6763
MAD2L1BP	ENSG00000124688.14	MAD2L1 binding protein	HGNC:21059
MAD2L2	ENSG00000116670.15	mitotic arrest deficient 2 like 2	HGNC:6764
MADCAM1	ENSG00000099866.16	mucosal vascular addressin cell adhesion molecule 1	HGNC:6765
MADD	ENSG00000110514.19	MAP kinase activating death domain	HGNC:6766
MAEA	ENSG00000090316.16	macrophage erythroblast attacher, E3 ubiquitin ligase	HGNC:13731
MAEL	ENSG00000143194.13	maelstrom spermatogenic transposon silencer	HGNC:25929
MAF	ENSG00000178573.7	MAF bZIP transcription factor	HGNC:6776
MAF1	ENSG00000179632.10	MAF1 homolog, negative regulator of RNA polymerase III	HGNC:24966
MAFA	ENSG00000182759.4	MAF bZIP transcription factor A	HGNC:23145
MAFB	ENSG00000204103.4	MAF bZIP transcription factor B	HGNC:6408
MAFF	ENSG00000185022.12	MAF bZIP transcription factor F	HGNC:6780
MAFG	ENSG00000197063.11	MAF bZIP transcription factor G	HGNC:6781
MAFIP	ENSG00000274847.1	MAFF interacting protein (pseudogene)	HGNC:31102
MAFK	ENSG00000198517.10	MAF bZIP transcription factor K	HGNC:6782
MAG	ENSG00000105695.15	myelin associated glycoprotein	HGNC:6783
MAGEA1	ENSG00000198681.7	MAGE family member A1	HGNC:6796
MAGEA10	ENSG00000124260.12	MAGE family member A10	HGNC:6797
MAGEA11	ENSG00000185247.15	MAGE family member A11	HGNC:6798
MAGEA12	ENSG00000213401.10	MAGE family member A12	HGNC:6799
MAGEA2	ENSG00000268606.6	MAGE family member A2	HGNC:6800
MAGEA2B	ENSG00000183305.14	MAGE family member A2B	HGNC:19340
MAGEA3	ENSG00000221867.9	MAGE family member A3	HGNC:6801
MAGEA4	ENSG00000147381.12	MAGE family member A4	HGNC:6802
MAGEA6	ENSG00000197172.11	MAGE family member A6	HGNC:6804
MAGEA8	ENSG00000156009.10	MAGE family member A8	HGNC:6806
MAGEA9	ENSG00000123584.7	MAGE family member A9	HGNC:6807
MAGEA9B	ENSG00000267978.6	MAGE family member A9B	HGNC:31909
MAGEB1	ENSG00000214107.9	MAGE family member B1	HGNC:6808
MAGEB10	ENSG00000177689.10	MAGE family member B10	HGNC:25377
MAGEB16	ENSG00000189023.10	MAGE family member B16	HGNC:21188
MAGEB17	ENSG00000182798.10	MAGE family member B17	HGNC:17418
MAGEB18	ENSG00000176774.6	MAGE family member B18	HGNC:28515
MAGEB2	ENSG00000099399.6	MAGE family member B2	HGNC:6809
MAGEB3	ENSG00000198798.6	MAGE family member B3	HGNC:6810
MAGEB4	ENSG00000120289.12	MAGE family member B4	HGNC:6811
MAGEB5	ENSG00000188408.5	MAGE family member B5	HGNC:23795
MAGEB6	ENSG00000176746.6	MAGE family member B6	HGNC:23796
MAGEB6B	ENSG00000232030.3	MAGE family member B6B	HGNC:28824
MAGEC1	ENSG00000155495.9	MAGE family member C1	HGNC:6812
MAGEC2	ENSG00000046774.10	MAGE family member C2	HGNC:13574
MAGEC3	ENSG00000165509.13	MAGE family member C3	HGNC:23798
MAGED1	ENSG00000179222.18	MAGE family member D1	HGNC:6813
MAGED2	ENSG00000102316.17	MAGE family member D2	HGNC:16353
MAGED4	ENSG00000154545.17	MAGE family member D4	HGNC:23793
MAGED4B	ENSG00000187243.17	MAGE family member D4B	HGNC:22880
MAGEE1	ENSG00000198934.5	MAGE family member E1	HGNC:24934
MAGEE2	ENSG00000186675.7	MAGE family member E2	HGNC:24935
MAGEF1	ENSG00000177383.5	MAGE family member F1	HGNC:29639
MAGEH1	ENSG00000187601.5	MAGE family member H1	HGNC:24092
MAGEL2	ENSG00000254585.5	MAGE family member L2	HGNC:6814
MAGI1	ENSG00000151276.24	membrane associated guanylate kinase, WW and PDZ domain containing 1	HGNC:946
MAGI2	ENSG00000187391.22	membrane associated guanylate kinase, WW and PDZ domain containing 2	HGNC:18957
MAGI3	ENSG00000081026.19	membrane associated guanylate kinase, WW and PDZ domain containing 3	HGNC:29647
MAGIX	ENSG00000269313.5	MAGI family member, X-linked	HGNC:30006
MAGOH	ENSG00000162385.11	mago homolog, exon junction complex subunit	HGNC:6815
MAGOHB	ENSG00000111196.10	mago homolog B, exon junction complex subunit	HGNC:25504
MAGT1	ENSG00000102158.22	magnesium transporter 1	HGNC:28880
MAIP1	ENSG00000162972.11	matrix AAA peptidase interacting protein 1	HGNC:26198
MAJIN	ENSG00000168070.12	membrane anchored junction protein	HGNC:27441
MAK	ENSG00000111837.12	male germ cell associated kinase	HGNC:6816
MAK16	ENSG00000198042.11	MAK16 homolog	HGNC:13703
MAL	ENSG00000172005.11	mal, T cell differentiation protein	HGNC:6817
MAL2	ENSG00000147676.14	mal, T cell differentiation protein 2	HGNC:13634
MALL	ENSG00000144063.4	mal, T cell differentiation protein like	HGNC:6818
MALRD1	ENSG00000204740.11	MAM and LDL receptor class A domain containing 1	HGNC:24331
MALSU1	ENSG00000156928.5	mitochondrial assembly of ribosomal large subunit 1	HGNC:21721
MALT1	ENSG00000172175.15	MALT1 paracaspase	HGNC:6819
MAMDC2	ENSG00000165072.10	MAM domain containing 2	HGNC:23673
MAMDC4	ENSG00000177943.14	MAM domain containing 4	HGNC:24083
MAML1	ENSG00000161021.13	mastermind like transcriptional coactivator 1	HGNC:13632
MAML2	ENSG00000184384.14	mastermind like transcriptional coactivator 2	HGNC:16259
MAML3	ENSG00000196782.13	mastermind like transcriptional coactivator 3	HGNC:16272
MAMLD1	ENSG00000013619.15	mastermind like domain containing 1	HGNC:2568
MAMSTR	ENSG00000176909.12	MEF2 activating motif and SAP domain containing transcriptional regulator	HGNC:26689
MAN1A1	ENSG00000111885.7	mannosidase alpha class 1A member 1	HGNC:6821
MAN1A2	ENSG00000198162.12	mannosidase alpha class 1A member 2	HGNC:6822
MAN1B1	ENSG00000177239.16	mannosidase alpha class 1B member 1	HGNC:6823
MAN1C1	ENSG00000117643.15	mannosidase alpha class 1C member 1	HGNC:19080
MAN2A1	ENSG00000112893.10	mannosidase alpha class 2A member 1	HGNC:6824
MAN2A2	ENSG00000196547.15	mannosidase alpha class 2A member 2	HGNC:6825
MAN2B1	ENSG00000104774.13	mannosidase alpha class 2B member 1	HGNC:6826
MAN2B2	ENSG00000013288.9	mannosidase alpha class 2B member 2	HGNC:29623
MAN2C1	ENSG00000140400.18	mannosidase alpha class 2C member 1	HGNC:6827
MANBA	ENSG00000109323.11	mannosidase beta	HGNC:6831
MANBAL	ENSG00000101363.13	mannosidase beta like	HGNC:15799
MANEA	ENSG00000172469.17	mannosidase endo-alpha	HGNC:21072
MANEAL	ENSG00000185090.15	mannosidase endo-alpha like	HGNC:26452
MANF	ENSG00000145050.19	mesencephalic astrocyte derived neurotrophic factor	HGNC:15461
MANSC1	ENSG00000111261.14	MANSC domain containing 1	HGNC:25505
MANSC4	ENSG00000205693.4	MANSC domain containing 4	HGNC:40023
MAOA	ENSG00000189221.11	monoamine oxidase A	HGNC:6833
MAOB	ENSG00000069535.14	monoamine oxidase B	HGNC:6834
MAP10	ENSG00000212916.6	microtubule associated protein 10	HGNC:29265
MAP1A	ENSG00000166963.13	microtubule associated protein 1A	HGNC:6835
MAP1B	ENSG00000131711.15	microtubule associated protein 1B	HGNC:6836
MAP1LC3A	ENSG00000101460.13	microtubule associated protein 1 light chain 3 alpha	HGNC:6838
MAP1LC3B	ENSG00000140941.14	microtubule associated protein 1 light chain 3 beta	HGNC:13352
MAP1LC3B2	ENSG00000258102.5	microtubule associated protein 1 light chain 3 beta 2	HGNC:34390
MAP1LC3C	ENSG00000197769.6	microtubule associated protein 1 light chain 3 gamma	HGNC:13353
MAP1S	ENSG00000130479.11	microtubule associated protein 1S	HGNC:15715
MAP2	ENSG00000078018.21	microtubule associated protein 2	HGNC:6839
MAP2K1	ENSG00000169032.11	mitogen-activated protein kinase kinase 1	HGNC:6840
MAP2K2	ENSG00000126934.15	mitogen-activated protein kinase kinase 2	HGNC:6842
MAP2K3	ENSG00000034152.19	mitogen-activated protein kinase kinase 3	HGNC:6843
MAP2K4	ENSG00000065559.15	mitogen-activated protein kinase kinase 4	HGNC:6844
MAP2K5	ENSG00000137764.20	mitogen-activated protein kinase kinase 5	HGNC:6845
MAP2K6	ENSG00000108984.15	mitogen-activated protein kinase kinase 6	HGNC:6846
MAP2K7	ENSG00000076984.18	mitogen-activated protein kinase kinase 7	HGNC:6847
MAP3K1	ENSG00000095015.6	mitogen-activated protein kinase kinase kinase 1	HGNC:6848
MAP3K10	ENSG00000130758.8	mitogen-activated protein kinase kinase kinase 10	HGNC:6849
MAP3K11	ENSG00000173327.8	mitogen-activated protein kinase kinase kinase 11	HGNC:6850
MAP3K12	ENSG00000139625.13	mitogen-activated protein kinase kinase kinase 12	HGNC:6851
MAP3K13	ENSG00000073803.14	mitogen-activated protein kinase kinase kinase 13	HGNC:6852
MAP3K14	ENSG00000006062.18	mitogen-activated protein kinase kinase kinase 14	HGNC:6853
MAP3K15	ENSG00000180815.15	mitogen-activated protein kinase kinase kinase 15	HGNC:31689
MAP3K19	ENSG00000176601.14	mitogen-activated protein kinase kinase kinase 19	HGNC:26249
MAP3K2	ENSG00000169967.17	mitogen-activated protein kinase kinase kinase 2	HGNC:6854
MAP3K20	ENSG00000091436.17	mitogen-activated protein kinase kinase kinase 20	HGNC:17797
MAP3K21	ENSG00000143674.11	mitogen-activated protein kinase kinase kinase 21	HGNC:29798
MAP3K3	ENSG00000198909.8	mitogen-activated protein kinase kinase kinase 3	HGNC:6855
MAP3K4	ENSG00000085511.20	mitogen-activated protein kinase kinase kinase 4	HGNC:6856
MAP3K5	ENSG00000197442.10	mitogen-activated protein kinase kinase kinase 5	HGNC:6857
MAP3K6	ENSG00000142733.17	mitogen-activated protein kinase kinase kinase 6	HGNC:6858
MAP3K7	ENSG00000135341.18	mitogen-activated protein kinase kinase kinase 7	HGNC:6859
MAP3K7CL	ENSG00000156265.16	MAP3K7 C-terminal like	HGNC:16457
MAP3K8	ENSG00000107968.10	mitogen-activated protein kinase kinase kinase 8	HGNC:6860
MAP3K9	ENSG00000006432.16	mitogen-activated protein kinase kinase kinase 9	HGNC:6861
MAP4	ENSG00000047849.22	microtubule associated protein 4	HGNC:6862
MAP4K1	ENSG00000104814.13	mitogen-activated protein kinase kinase kinase kinase 1	HGNC:6863
MAP4K2	ENSG00000168067.12	mitogen-activated protein kinase kinase kinase kinase 2	HGNC:6864
MAP4K3	ENSG00000011566.15	mitogen-activated protein kinase kinase kinase kinase 3	HGNC:6865
MAP4K4	ENSG00000071054.17	mitogen-activated protein kinase kinase kinase kinase 4	HGNC:6866
MAP4K5	ENSG00000012983.12	mitogen-activated protein kinase kinase kinase kinase 5	HGNC:6867
MAP6	ENSG00000171533.12	microtubule associated protein 6	HGNC:6868
MAP6D1	ENSG00000180834.8	MAP6 domain containing 1	HGNC:25753
MAP7	ENSG00000135525.19	microtubule associated protein 7	HGNC:6869
MAP7D1	ENSG00000116871.16	MAP7 domain containing 1	HGNC:25514
MAP7D2	ENSG00000184368.16	MAP7 domain containing 2	HGNC:25899
MAP7D3	ENSG00000129680.16	MAP7 domain containing 3	HGNC:25742
MAP9	ENSG00000164114.19	microtubule associated protein 9	HGNC:26118
MAPK1	ENSG00000100030.15	mitogen-activated protein kinase 1	HGNC:6871
MAPK10	ENSG00000109339.24	mitogen-activated protein kinase 10	HGNC:6872
MAPK11	ENSG00000185386.15	mitogen-activated protein kinase 11	HGNC:6873
MAPK12	ENSG00000188130.14	mitogen-activated protein kinase 12	HGNC:6874
MAPK13	ENSG00000156711.17	mitogen-activated protein kinase 13	HGNC:6875
MAPK14	ENSG00000112062.11	mitogen-activated protein kinase 14	HGNC:6876
MAPK15	ENSG00000181085.15	mitogen-activated protein kinase 15	HGNC:24667
MAPK1IP1L	ENSG00000168175.15	mitogen-activated protein kinase 1 interacting protein 1 like	HGNC:19840
MAPK3	ENSG00000102882.12	mitogen-activated protein kinase 3	HGNC:6877
MAPK4	ENSG00000141639.12	mitogen-activated protein kinase 4	HGNC:6878
MAPK6	ENSG00000069956.14	mitogen-activated protein kinase 6	HGNC:6879
MAPK7	ENSG00000166484.20	mitogen-activated protein kinase 7	HGNC:6880
MAPK8	ENSG00000107643.17	mitogen-activated protein kinase 8	HGNC:6881
MAPK8IP1	ENSG00000121653.11	mitogen-activated protein kinase 8 interacting protein 1	HGNC:6882
MAPK8IP2	ENSG00000008735.14	mitogen-activated protein kinase 8 interacting protein 2	HGNC:6883
MAPK8IP3	ENSG00000138834.15	mitogen-activated protein kinase 8 interacting protein 3	HGNC:6884
MAPK9	ENSG00000050748.18	mitogen-activated protein kinase 9	HGNC:6886
MAPKAP1	ENSG00000119487.17	MAPK associated protein 1	HGNC:18752
MAPKAPK2	ENSG00000162889.11	MAPK activated protein kinase 2	HGNC:6887
MAPKAPK3	ENSG00000114738.11	MAPK activated protein kinase 3	HGNC:6888
MAPKAPK5	ENSG00000089022.14	MAPK activated protein kinase 5	HGNC:6889
MAPKBP1	ENSG00000137802.14	mitogen-activated protein kinase binding protein 1	HGNC:29536
MAPRE1	ENSG00000101367.9	microtubule associated protein RP/EB family member 1	HGNC:6890
MAPRE2	ENSG00000166974.13	microtubule associated protein RP/EB family member 2	HGNC:6891
MAPRE3	ENSG00000084764.12	microtubule associated protein RP/EB family member 3	HGNC:6892
MAPT	ENSG00000186868.17	microtubule associated protein tau	HGNC:6893
MARCHF1	ENSG00000145416.14	membrane associated ring-CH-type finger 1	HGNC:26077
MARCHF10	ENSG00000173838.12	membrane associated ring-CH-type finger 10	HGNC:26655
MARCHF11	ENSG00000183654.9	membrane associated ring-CH-type finger 11	HGNC:33609
MARCHF2	ENSG00000099785.11	membrane associated ring-CH-type finger 2	HGNC:28038
MARCHF3	ENSG00000173926.6	membrane associated ring-CH-type finger 3	HGNC:28728
MARCHF4	ENSG00000144583.5	membrane associated ring-CH-type finger 4	HGNC:29269
MARCHF5	ENSG00000198060.10	membrane associated ring-CH-type finger 5	HGNC:26025
MARCHF6	ENSG00000145495.16	membrane associated ring-CH-type finger 6	HGNC:30550
MARCHF7	ENSG00000136536.15	membrane associated ring-CH-type finger 7	HGNC:17393
MARCHF8	ENSG00000165406.16	membrane associated ring-CH-type finger 8	HGNC:23356
MARCHF9	ENSG00000139266.6	membrane associated ring-CH-type finger 9	HGNC:25139
MARCKS	ENSG00000277443.3	myristoylated alanine rich protein kinase C substrate	HGNC:6759
MARCKSL1	ENSG00000175130.7	MARCKS like 1	HGNC:7142
MARCO	ENSG00000019169.11	macrophage receptor with collagenous structure	HGNC:6895
MARCOL	ENSG00000248109.3	MARCO like	HGNC:53644
MARF1	ENSG00000166783.22	meiosis regulator and mRNA stability factor 1	HGNC:29562
MARK1	ENSG00000116141.17	microtubule affinity regulating kinase 1	HGNC:6896
MARK2	ENSG00000072518.22	microtubule affinity regulating kinase 2	HGNC:3332
MARK3	ENSG00000075413.19	microtubule affinity regulating kinase 3	HGNC:6897
MARK4	ENSG00000007047.16	microtubule affinity regulating kinase 4	HGNC:13538
MARS1	ENSG00000166986.15	methionyl-tRNA synthetase 1	HGNC:6898
MARS2	ENSG00000247626.5	methionyl-tRNA synthetase 2, mitochondrial	HGNC:25133
MARVELD1	ENSG00000155254.13	MARVEL domain containing 1	HGNC:28674
MARVELD2	ENSG00000152939.17	MARVEL domain containing 2	HGNC:26401
MARVELD3	ENSG00000140832.11	MARVEL domain containing 3	HGNC:30525
MAS1	ENSG00000130368.7	MAS1 proto-oncogene, G protein-coupled receptor	HGNC:6899
MAS1L	ENSG00000204687.4	MAS1 proto-oncogene like, G protein-coupled receptor	HGNC:13961
MASP1	ENSG00000127241.18	MBL associated serine protease 1	HGNC:6901
MASP2	ENSG00000009724.17	MBL associated serine protease 2	HGNC:6902
MAST1	ENSG00000105613.10	microtubule associated serine/threonine kinase 1	HGNC:19034
MAST2	ENSG00000086015.23	microtubule associated serine/threonine kinase 2	HGNC:19035
MAST3	ENSG00000099308.11	microtubule associated serine/threonine kinase 3	HGNC:19036
MAST4	ENSG00000069020.19	microtubule associated serine/threonine kinase family member 4	HGNC:19037
MASTL	ENSG00000120539.15	microtubule associated serine/threonine kinase like	HGNC:19042
MAT1A	ENSG00000151224.13	methionine adenosyltransferase 1A	HGNC:6903
MAT2A	ENSG00000168906.13	methionine adenosyltransferase 2A	HGNC:6904
MAT2B	ENSG00000038274.17	methionine adenosyltransferase 2B	HGNC:6905
MATK	ENSG00000007264.15	megakaryocyte-associated tyrosine kinase	HGNC:6906
MATN1	ENSG00000162510.6	matrilin 1	HGNC:6907
MATN2	ENSG00000132561.14	matrilin 2	HGNC:6908
MATN3	ENSG00000132031.13	matrilin 3	HGNC:6909
MATN4	ENSG00000124159.17	matrilin 4	HGNC:6910
MATR3	ENSG00000015479.20	matrin 3	HGNC:6912
MAU2	ENSG00000129933.21	MAU2 sister chromatid cohesion factor	HGNC:29140
MAVS	ENSG00000088888.18	mitochondrial antiviral signaling protein	HGNC:29233
MAX	ENSG00000125952.20	MYC associated factor X	HGNC:6913
MAZ	ENSG00000103495.15	MYC associated zinc finger protein	HGNC:6914
MB	ENSG00000198125.13	myoglobin	HGNC:6915
MB21D2	ENSG00000180611.7	Mab-21 domain containing 2	HGNC:30438
MBD1	ENSG00000141644.18	methyl-CpG binding domain protein 1	HGNC:6916
MBD2	ENSG00000134046.12	methyl-CpG binding domain protein 2	HGNC:6917
MBD3	ENSG00000071655.18	methyl-CpG binding domain protein 3	HGNC:6918
MBD3L1	ENSG00000170948.4	methyl-CpG binding domain protein 3 like 1	HGNC:15774
MBD3L2	ENSG00000230522.5	methyl-CpG binding domain protein 3 like 2	HGNC:18532
MBD3L2B	ENSG00000196589.7	methyl-CpG binding domain protein 3 like 2B	HGNC:53435
MBD3L3	ENSG00000182315.10	methyl-CpG binding domain protein 3 like 3	HGNC:37205
MBD3L4	ENSG00000205718.10	methyl-CpG binding domain protein 3 like 4	HGNC:37206
MBD3L5	ENSG00000237247.6	methyl-CpG binding domain protein 3 like 5	HGNC:37204
MBD4	ENSG00000129071.10	methyl-CpG binding domain 4, DNA glycosylase	HGNC:6919
MBD5	ENSG00000204406.14	methyl-CpG binding domain protein 5	HGNC:20444
MBD6	ENSG00000166987.15	methyl-CpG binding domain protein 6	HGNC:20445
MBIP	ENSG00000151332.20	MAP3K12 binding inhibitory protein 1	HGNC:20427
MBL2	ENSG00000165471.7	mannose binding lectin 2	HGNC:6922
MBLAC1	ENSG00000214309.5	metallo-beta-lactamase domain containing 1	HGNC:22180
MBLAC2	ENSG00000176055.10	metallo-beta-lactamase domain containing 2	HGNC:33711
MBNL1	ENSG00000152601.18	muscleblind like splicing regulator 1	HGNC:6923
MBNL2	ENSG00000139793.20	muscleblind like splicing regulator 2	HGNC:16746
MBNL3	ENSG00000076770.15	muscleblind like splicing regulator 3	HGNC:20564
MBOAT1	ENSG00000172197.11	membrane bound O-acyltransferase domain containing 1	HGNC:21579
MBOAT2	ENSG00000143797.12	membrane bound O-acyltransferase domain containing 2	HGNC:25193
MBOAT4	ENSG00000177669.4	membrane bound O-acyltransferase domain containing 4	HGNC:32311
MBOAT7	ENSG00000125505.17	membrane bound O-acyltransferase domain containing 7	HGNC:15505
MBP	ENSG00000197971.16	myelin basic protein	HGNC:6925
MBTD1	ENSG00000011258.16	mbt domain containing 1	HGNC:19866
MBTPS1	ENSG00000140943.18	membrane bound transcription factor peptidase, site 1	HGNC:15456
MBTPS2	ENSG00000012174.12	membrane bound transcription factor peptidase, site 2	HGNC:15455
MC1R	ENSG00000258839.4	melanocortin 1 receptor	HGNC:6929
MC2R	ENSG00000185231.5	melanocortin 2 receptor	HGNC:6930
MC3R	ENSG00000124089.4	melanocortin 3 receptor	HGNC:6931
MC4R	ENSG00000166603.5	melanocortin 4 receptor	HGNC:6932
MC5R	ENSG00000176136.6	melanocortin 5 receptor	HGNC:6933
MCAM	ENSG00000076706.17	melanoma cell adhesion molecule	HGNC:6934
MCAT	ENSG00000100294.13	malonyl-CoA-acyl carrier protein transacylase	HGNC:29622
MCC	ENSG00000171444.18	MCC regulator of WNT signaling pathway	HGNC:6935
MCCC1	ENSG00000078070.14	methylcrotonyl-CoA carboxylase subunit 1	HGNC:6936
MCCC2	ENSG00000131844.17	methylcrotonyl-CoA carboxylase subunit 2	HGNC:6937
MCCD1	ENSG00000204511.3	mitochondrial coiled-coil domain 1	HGNC:20668
MCEE	ENSG00000124370.11	methylmalonyl-CoA epimerase	HGNC:16732
MCEMP1	ENSG00000183019.8	mast cell expressed membrane protein 1	HGNC:27291
MCF2	ENSG00000101977.21	MCF.2 cell line derived transforming sequence	HGNC:6940
MCF2L	ENSG00000126217.21	MCF.2 cell line derived transforming sequence like	HGNC:14576
MCF2L2	ENSG00000053524.13	MCF.2 cell line derived transforming sequence-like 2	HGNC:30319
MCFD2	ENSG00000180398.13	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	HGNC:18451
MCHR1	ENSG00000128285.5	melanin concentrating hormone receptor 1	HGNC:4479
MCHR2	ENSG00000152034.11	melanin concentrating hormone receptor 2	HGNC:20867
MCIDAS	ENSG00000234602.9	multiciliate differentiation and DNA synthesis associated cell cycle protein	HGNC:40050
MCL1	ENSG00000143384.14	MCL1 apoptosis regulator, BCL2 family member	HGNC:6943
MCM10	ENSG00000065328.17	minichromosome maintenance 10 replication initiation factor	HGNC:18043
MCM2	ENSG00000073111.14	minichromosome maintenance complex component 2	HGNC:6944
MCM3	ENSG00000112118.20	minichromosome maintenance complex component 3	HGNC:6945
MCM3AP	ENSG00000160294.11	minichromosome maintenance complex component 3 associated protein	HGNC:6946
MCM4	ENSG00000104738.18	minichromosome maintenance complex component 4	HGNC:6947
MCM5	ENSG00000100297.16	minichromosome maintenance complex component 5	HGNC:6948
MCM6	ENSG00000076003.5	minichromosome maintenance complex component 6	HGNC:6949
MCM7	ENSG00000166508.18	minichromosome maintenance complex component 7	HGNC:6950
MCM8	ENSG00000125885.13	minichromosome maintenance 8 homologous recombination repair factor	HGNC:16147
MCM9	ENSG00000111877.18	minichromosome maintenance 9 homologous recombination repair factor	HGNC:21484
MCMBP	ENSG00000197771.13	minichromosome maintenance complex binding protein	HGNC:25782
MCMDC2	ENSG00000178460.18	minichromosome maintenance domain containing 2	HGNC:26368
MCOLN1	ENSG00000090674.16	mucolipin TRP cation channel 1	HGNC:13356
MCOLN2	ENSG00000153898.13	mucolipin TRP cation channel 2	HGNC:13357
MCOLN3	ENSG00000055732.13	mucolipin TRP cation channel 3	HGNC:13358
MCPH1	ENSG00000147316.15	microcephalin 1	HGNC:6954
MCRIP1	ENSG00000225663.8	MAPK regulated corepressor interacting protein 1	HGNC:28007
MCRIP2	ENSG00000172366.20	MAPK regulated corepressor interacting protein 2	HGNC:14142
MCRS1	ENSG00000187778.14	microspherule protein 1	HGNC:6960
MCTP1	ENSG00000175471.20	multiple C2 and transmembrane domain containing 1	HGNC:26183
MCTP2	ENSG00000140563.16	multiple C2 and transmembrane domain containing 2	HGNC:25636
MCTS1	ENSG00000232119.8	MCTS1 re-initiation and release factor	HGNC:23357
MCTS2P	ENSG00000101898.6	MCTS family member 2, pseudogene	HGNC:49760
MCU	ENSG00000156026.15	mitochondrial calcium uniporter	HGNC:23526
MCUB	ENSG00000005059.16	mitochondrial calcium uniporter dominant negative subunit beta	HGNC:26076
MCUR1	ENSG00000050393.12	mitochondrial calcium uniporter regulator 1	HGNC:21097
MDC1	ENSG00000137337.16	mediator of DNA damage checkpoint 1	HGNC:21163
MDFI	ENSG00000112559.15	MyoD family inhibitor	HGNC:6967
MDFIC	ENSG00000135272.13	MyoD family inhibitor domain containing	HGNC:28870
MDFIC2	ENSG00000242120.4	MyoD family inhibitor domain containing 2	HGNC:53442
MDGA1	ENSG00000112139.17	MAM domain containing glycosylphosphatidylinositol anchor 1	HGNC:19267
MDGA2	ENSG00000139915.21	MAM domain containing glycosylphosphatidylinositol anchor 2	HGNC:19835
MDH1	ENSG00000014641.21	malate dehydrogenase 1	HGNC:6970
MDH1B	ENSG00000138400.13	malate dehydrogenase 1B	HGNC:17836
MDH2	ENSG00000146701.12	malate dehydrogenase 2	HGNC:6971
MDK	ENSG00000110492.17	midkine	HGNC:6972
MDM1	ENSG00000111554.15	Mdm1 nuclear protein	HGNC:29917
MDM2	ENSG00000135679.27	MDM2 proto-oncogene	HGNC:6973
MDM4	ENSG00000198625.14	MDM4 regulator of p53	HGNC:6974
MDN1	ENSG00000112159.12	midasin AAA ATPase 1	HGNC:18302
MDP1	ENSG00000213920.9	magnesium dependent phosphatase 1	HGNC:28781
ME1	ENSG00000065833.9	malic enzyme 1	HGNC:6983
